Presidents,scores
deKlerk,0.6701030927835051
Mandela,1.0903650508677438
Mbeki,1.6508135168961202
 Motlanthe,1.4393939393939394
Zuma,0.9182198554583492
Ramaphosa,0.9530495831505046
