Presidents,Tokens
Mandela,process
Mandela,practical
Mandela,implementation
Mandela,south
Mandela,africa
Mandela,must
Mandela,become
Mandela,beehive
Mandela,community
Mandela,acting
Mandela,change
Mandela,life
Mandela,better
Mandela,nutrition
Mandela,programme
Mandela,referred
Mandela,earlier
Mandela,reach
Mandela,one-and-a-half
Mandela,million
Mandela,people
Mandela,million
Mandela,school-children
Mandela,close
Mandela,two-hundred
Mandela,thousand
Mandela,housing
Mandela,unit
Mandela,line
Mandela,construction
Mandela,agricultural
Mandela,venture
Mandela,completed
Mandela,year
Mandela,develop
Mandela,new
Mandela,farming
Mandela,entrepreneur
Mandela,people
Mandela,benefit
Mandela,water
Mandela,sanitation
Mandela,programme
Mandela,two-hundred
Mandela,thousand
Mandela,destitute
Mandela,people
Mandela,rural
Mandela,area
Mandela,allocated
Mandela,land
Mandela,live
Mandela,normal
Mandela,life
Mandela,public
Mandela,work
Mandela,programme
Mandela,undertaken
Mandela,especially
Mandela,rural
Mandela,area
Mandela,bill
Mandela,secure
Mandela,tenure
Mandela,right
Mandela,adopted
Mandela,year
Mandela,wish
Mandela,reassure
Mandela,commercial
Mandela,farming
Mandela,sector
Mandela,measure
Mandela,well
Mandela,proposal
Mandela,water
Mandela,right
Mandela,pursued
Mandela,manner
Mandela,undermine
Mandela,industry
Mandela,critical
Mandela,nation
Mandela,'s
Mandela,food
Mandela,security
Mandela,export
Mandela,time
Mandela,know
Mandela,well
Mandela,long-term
Mandela,security
Mandela,productivity
Mandela,country-side
Mandela,depend
Mandela,primarily
Mandela,upliftment
Mandela,poor
Mandela,rural
Mandela,community
Mandela,year
Mandela,clinic
Mandela,built
Mandela,upgraded
Mandela,construction
Mandela,least
Mandela,hospital
Mandela,commence
Mandela,aim
Mandela,period
Mandela,decrease
Mandela,national
Mandela,backlog
Mandela,device
Mandela,disabled
Mandela,strive
Mandela,achieve
Mandela,cure
Mandela,rate
Mandela,tuberculosis
Mandela,line
Mandela,south
Mandela,african
Mandela,school
Mandela,act
Mandela,start
Mandela,implementing
Mandela,provision
Mandela,relating
Mandela,compulsory
Mandela,attendance
Mandela,code
Mandela,conduct
Mandela,teacher
Mandela,student
Mandela,national
Mandela,norm
Mandela,funding
Mandela,white
Mandela,paper
Mandela,higher
Mandela,education
Mandela,introduced
Mandela,end
Mandela,year
Mandela,hope
Mandela,reach
Mandela,number
Mandela,student
Mandela,financial
Mandela,aid
Mandela,scheme
Mandela,past
Mandela,year
Mandela,emphasised
Mandela,basic
Mandela,criterion
Mandela,determine
Mandela,continued
Mandela,assistance
Mandela,academic
Mandela,performance
Mandela,restructuring
Mandela,welfare
Mandela,system
Mandela,begun
Mandela,ensure
Mandela,speedy
Mandela,implementation
Mandela,decision
Mandela,attain
Mandela,efficiency
Mandela,resolve
Mandela,problem
Mandela,corruption
Mandela,bring
Mandela,focus
Mandela,acute
Mandela,need
Mandela,especially
Mandela,unemployed
Mandela,mother
Mandela,child
Mandela,five
Mandela,example
Mandela,programme
Mandela,committing
Mandela,within
Mandela,department
Mandela,responsible
Mandela,programme
Mandela,process
Mandela,reorienting
Mandela,spending
Mandela,costing
Mandela,plan
Mandela,medium-term
Mandela,basis
Mandela,continue
Mandela,related
Mandela,delicate
Mandela,balance
Mandela,need
Mandela,struck
Mandela,two
Mandela,extreme
Mandela,one
Mandela,hand
Mandela,tender
Mandela,procedure
Mandela,either
Mandela,suitable
Mandela,current
Mandela,need
Mandela,time
Mandela,rigidly
Mandela,applied
Mandela,become
Mandela,break
Mandela,implementation
Mandela,hand
Mandela,instance
Mandela,individual
Mandela,authority
Mandela,ridden
Mandela,roughshod
Mandela,procedure
Mandela,leading
Mandela,unauthorised
Mandela,expenditure
Mandela,procedure
Mandela,need
Mandela,reviewed
Mandela,line
Mandela,demand
Mandela,transformation
Mandela,confidence
Mandela,regarding
Mandela,socio-economic
Mandela,commitment
Mandela,derives
Mandela,fact
Mandela,economic
Mandela,fundamental
Mandela,sound
Mandela,given
Mandela,u
Mandela,firm
Mandela,base
Mandela,achieve
Mandela,higher
Mandela,sustainable
Mandela,rate
Mandela,growth
Mandela,development
Mandela,government
Mandela,'s
Mandela,programme
Mandela,facilitate
Mandela,positive
Mandela,trend
Mandela,guided
Mandela,critical
Mandela,sign-posts
Mandela,identified
Mandela,macro-economic
Mandela,strategy
Mandela,namely
Mandela,growth
Mandela,production
Mandela,export
Mandela,infrastructural
Mandela,development
Mandela,restructuring
Mandela,state
Mandela,asset
Mandela,reduction
Mandela,budget
Mandela,deficit
Mandela,human
Mandela,resource
Mandela,development
Mandela,comprehensive
Mandela,labour
Mandela,relation
Mandela,dispensation
Mandela,critical
Mandela,create
Mandela,job
Mandela,ensure
Mandela,equitable
Mandela,redistribution
Mandela,wealth
Mandela,programme
Mandela,year
Mandela,includes
Mandela,implementation
Mandela,maputo
Mandela,development
Mandela,corridor
Mandela,initiative
Mandela,term
Mandela,road
Mandela,construction
Mandela,industry
Mandela,big
Mandela,small
Mandela,similar
Mandela,initiative
Mandela,launched
Mandela,kwazulu/natal
Mandela,eastern
Mandela,cape
Mandela,investigation
Mandela,conducted
Mandela,northern
Mandela,north-western
Mandela,province
Mandela,project
Mandela,great
Mandela,care
Mandela,exercised
Mandela,allocate
Mandela,given
Mandela,percentage
Mandela,small
Mandela,contractor
Mandela,cape
Mandela,town
Mandela,johannesburg
Mandela,pretoria
Mandela,metropolitan
Mandela,development
Mandela,initiative
Mandela,launched
Mandela,combining
Mandela,industrial
Mandela,hub
Mandela,housing
Mandela,community
Mandela,centre
Mandela,road
Mandela,infrastructure
Mandela,initiative
Mandela,shall
Mandela,start
Mandela,fundamentally
Mandela,reverse
Mandela,apartheid
Mandela,planning
Mandela,ensure
Mandela,worker
Mandela,stay
Mandela,close
Mandela,workplace
Mandela,racial
Mandela,divide
Mandela,residential
Mandela,area
Mandela,done
Mandela,away
Mandela,municipal
Mandela,infrastructure
Mandela,programme
Mandela,see
Mandela,implementation
Mandela,thousand
Mandela,project
Mandela,costing
Mandela,billion
Mandela,rand
Mandela,gigantic
Mandela,programme
Mandela,telecommunication
Mandela,industry
Mandela,start
Mandela,change
Mandela,life
Mandela,million
Mandela,order
Mandela,encourage
Mandela,change
Mandela,production
Mandela,method
Mandela,improve
Mandela,skill
Mandela,training
Mandela,technology
Mandela,usage
Mandela,number
Mandela,incentive
Mandela,put
Mandela,place
Mandela,course
Mandela,year
Mandela,tax
Mandela,holiday
Mandela,initiative
Mandela,become
Mandela,fully
Mandela,operational
Mandela,range
Mandela,promotional
Mandela,measure
Mandela,diplomatic
Mandela,initiative
Mandela,undertaken
Mandela,facilitate
Mandela,export
Mandela,time
Mandela,significant
Mandela,progress
Mandela,made
Mandela,tap
Mandela,foreign
Mandela,capital
Mandela,true
Mandela,potential
Mandela,country
Mandela,becomes
Mandela,apparent
Mandela,abroad
Mandela,element
Mandela,industrial
Mandela,revolution
Mandela,go
Mandela,long
Mandela,way
Mandela,create
Mandela,job
Mandela,start
Mandela,slowly
Mandela,surely
Mandela,reduce
Mandela,army
Mandela,unemployed
Mandela,macro-economic
Mandela,strategy
Mandela,identifies
Mandela,restructuring
Mandela,state
Mandela,asset
Mandela,critical
Mandela,part
Mandela,programme
Mandela,attract
Mandela,investment
Mandela,technology
Mandela,ensure
Mandela,efficiency
Mandela,guarantee
Mandela,affordable
Mandela,price
Mandela,reorient
Mandela,state
Mandela,asset
Mandela,towards
Mandela,goal
Mandela,reconstruction
Mandela,development
Mandela,matter
Mandela,month
Mandela,besides
Mandela,mammoth
Mandela,task
Mandela,general
Mandela,restructuring
Mandela,telkom
Mandela,acquire
Mandela,strategic
Mandela,equity
Mandela,partner
Mandela,sunair
Mandela,aventura
Mandela,wholly
Mandela,privatised
Mandela,airport
Mandela,company
Mandela,safcol
Mandela,forestry
Mandela,complete
Mandela,bidding
Mandela,process
Mandela,year
Mandela,alexkor
Mandela,diamond
Mandela,mining
Mandela,also
Mandela,attended
Mandela,south
Mandela,african
Mandela,airway
Mandela,autonet
Mandela,completed
Mandela,restructuring
Mandela,process
Mandela,first
Mandela,half
Mandela,intense
Mandela,discussion
Mandela,way
Mandela,transnet
Mandela,address
Mandela,subsidiary
Mandela,step
Mandela,taken
Mandela,full
Mandela,consultation
Mandela,role-players
Mandela,wish
Mandela,urge
Mandela,management
Mandela,worker
Mandela,respect
Mandela,principle
Mandela,nation
Mandela,proud
Mandela,trade
Mandela,union
Mandela,movement
Mandela,taken
Mandela,active
Mandela,part
Mandela,major
Mandela,national
Mandela,debate
Mandela,along
Mandela,business
Mandela,started
Mandela,realise
Mandela,co-operative
Mandela,relation
Mandela,workplace
Mandela,nedlac
Mandela,yet
Mandela,count
Mandela,trade
Mandela,union
Mandela,movement
Mandela,face
Mandela,challenge
Mandela,unity
Mandela,across
Mandela,racial
Mandela,line
Mandela,taking
Mandela,advantage
Mandela,opportunity
Mandela,opened
Mandela,adapting
Mandela,fully
Mandela,challenge
Mandela,current
Mandela,phase
Mandela,hand
Mandela,business
Mandela,long
Mandela,way
Mandela,go
Mandela,regard
Mandela,issue
Mandela,equity
Mandela,workplace
Mandela,reorienting
Mandela,company
Mandela,developmental
Mandela,need
Mandela,moment
Mandela,hope
Mandela,year
Mandela,negotiation
Mandela,issue
Mandela,basic
Mandela,condition
Mandela,employment
Mandela,employment
Mandela,equity
Mandela,vexed
Mandela,question
Mandela,national
Mandela,social
Mandela,agreement
Mandela,reach
Mandela,resolution
Mandela,indicated
Mandela,earlier
Mandela,equally
Mandela,optimistic
Mandela,regard
Mandela,issue
Mandela,government
Mandela,expenditure
Mandela,course
Mandela,year
Mandela,shall
Mandela,complete
Mandela,plan
Mandela,towards
Mandela,medium-term
Mandela,budgeting
Mandela,order
Mandela,bring
Mandela,budget
Mandela,allocation
Mandela,closer
Mandela,strategic
Mandela,objective
Mandela,speed
Mandela,re-prioritisation
Mandela,within
Mandela,department
Mandela,shall
Mandela,also
Mandela,intensify
Mandela,effort
Mandela,improve
Mandela,government
Mandela,'s
Mandela,management
Mandela,cash
Mandela,flow
Mandela,eliminate
Mandela,unnecessary
Mandela,burden
Mandela,fiscus
Mandela,also
Mandela,wish
Mandela,emphasise
Mandela,effort
Mandela,government
Mandela,ensure
Mandela,nation
Mandela,life
Mandela,within
Mandela,mean
Mandela,take
Mandela,account
Mandela,mandate
Mandela,electorate
Mandela,particularly
Mandela,social
Mandela,requirement
Mandela,present
Mandela,future
Mandela,benefit
Mandela,accrue
Mandela,bold
Mandela,decision
Mandela,south
Mandela,african
Mandela,revenue
Mandela,service
Mandela,commended
Mandela,improvement
Mandela,tax
Mandela,collection
Mandela,system
Mandela,however
Mandela,concerned
Mandela,many
Mandela,people
Mandela,meeting
Mandela,tax
Mandela,obligation
Mandela,tax
Mandela,burden
Mandela,borne
Mandela,honest
Mandela,citizen
Mandela,fair
Mandela,assume
Mandela,want
Mandela,programme
Mandela,outlined
Mandela,materialise
Mandela,want
Mandela,south
Mandela,africa
Mandela,succeed
Mandela,must
Mandela,prepared
Mandela,foot
Mandela,bill
Mandela,success
Mandela,broaden
Mandela,tax
Mandela,base
Mandela,break
Mandela,culture
Mandela,non-payment
Mandela,offered
Mandela,certain
Mandela,relief
Mandela,measure
Mandela,expire
Mandela,february
Mandela,year
Mandela,person
Mandela,qualify
Mandela,urged
Mandela,make
Mandela,opportunity
Mandela,responded
Mandela,assured
Mandela,knock
Mandela,tax-man
Mandela,woman
Mandela,backed
Mandela,full
Mandela,force
Mandela,law
Mandela,overall
Mandela,confident
Mandela,moved
Mandela,high
Mandela,gear
Mandela,implementation
Mandela,macro-economic
Mandela,strategy
Mandela,would
Mandela,also
Mandela,like
Mandela,reaffirm
Mandela,commitment
Mandela,phased
Mandela,removal
Mandela,remaining
Mandela,exchange
Mandela,control
Mandela,appreciate
Mandela,new
Mandela,surge
Mandela,among
Mandela,sector
Mandela,promote
Mandela,south
Mandela,africa
Mandela,'s
Mandela,true
Mandela,quality
Mandela,abroad
Mandela,already
Mandela,helped
Mandela,improve
Mandela,economic
Mandela,environment
Mandela,co-operation
Mandela,get
Mandela,better
Mandela,wish
Mandela,take
Mandela,opportunity
Mandela,congratulate
Mandela,south
Mandela,african
Mandela,national
Mandela,defence
Mandela,force
Mandela,continuing
Mandela,contribution
Mandela,maintenance
Mandela,country
Mandela,'s
Mandela,integrity
Mandela,assistance
Mandela,rendered
Mandela,police
Mandela,combating
Mandela,crime
Mandela,dealing
Mandela,natural
Mandela,disaster
Mandela,speed
Mandela,taken
Mandela,challenge
Mandela,prepare
Mandela,active
Mandela,peace-keeping
Mandela,task
Mandela,may
Mandela,called
Mandela,upon
Mandela,undertake
Mandela,integration
Mandela,process
Mandela,development
Mandela,new
Mandela,doctrine
Mandela,proceeded
Mandela,fairly
Mandela,well
Mandela,claim
Mandela,process
Mandela,flawless
Mandela,challenge
Mandela,former
Mandela,statutory
Mandela,force
Mandela,embrace
Mandela,change
Mandela,eschew
Mandela,temptation
Mandela,maintain
Mandela,status
Mandela,quo
Mandela,former
Mandela,non-statutory
Mandela,force
Mandela,utilise
Mandela,position
Mandela,hold
Mandela,help
Mandela,speed
Mandela,transformation
Mandela,shy
Mandela,away
Mandela,responsibility
Mandela,slightest
Mandela,hint
Mandela,difficulty
Mandela,debate
Mandela,continue
Mandela,year
Mandela,white
Mandela,paper
Mandela,defence
Mandela,review
Mandela,critical
Mandela,move
Mandela,towards
Mandela,practical
Mandela,implementation
Mandela,one
Mandela,issue
Mandela,regard
Mandela,defence
Mandela,force
Mandela,'s
Mandela,requirement
Mandela,equipment
Mandela,question
Mandela,whether
Mandela,meet
Mandela,requirement
Mandela,much
Mandela,country
Mandela,afford
Mandela,commander-ln-chief
Mandela,wish
Mandela,emphasise
Mandela,shall
Mandela,shirk
Mandela,responsibility
Mandela,defence
Mandela,force
Mandela,confident
Mandela,effort
Mandela,shall
Mandela,strengthen
Mandela,unity
Mandela,nation
Mandela,also
Mandela,depend
Mandela,ability
Mandela,government
Mandela,communicate
Mandela,clearly
Mandela,coherently
Mandela,professionally
Mandela,well
Mandela,preparedness
Mandela,medium
Mandela,transmit
Mandela,interpret
Mandela,action
Mandela,omission
Mandela,professional
Mandela,objective
Mandela,fair
Mandela,manner
Mandela,government
Mandela,welcome
Mandela,report
Mandela,communication
Mandela,task
Mandela,group
Mandela,recommendation
Mandela,processed
Mandela,implementation
Mandela,improve
Mandela,south
Mandela,africa
Mandela,'s
Mandela,communication
Mandela,including
Mandela,area
Mandela,culture
Mandela,film
Mandela,monument
Mandela,medium
Mandela,mature
Mandela,understand
Mandela,one
Mandela,another
Mandela,better
Mandela,join
Mandela,hand
Mandela,improve
Mandela,quality
Mandela,life
Mandela,shall
Mandela,time
Mandela,building
Mandela,nation
Mandela,ready
Mandela,challenge
Mandela,next
Mandela,millennium
Mandela,madame
Mandela,speaker
Mandela,young
Mandela,democracy
Mandela,still
Mandela,grappling
Mandela,challenge
Mandela,positioning
Mandela,international
Mandela,milieu
Mandela,understandable
Mandela,time
Mandela,debate
Mandela,heated
Mandela,acrimonious
Mandela,debate
Mandela,relate
Mandela,world
Mandela,part
Mandela,process
Mandela,defining
Mandela,part
Mandela,resolution
Mandela,past
Mandela,division
Mandela,within
Mandela,south
Mandela,african
Mandela,society
Mandela,division
Mandela,informed
Mandela,divergent
Mandela,view
Mandela,world
Mandela,within
Mandela,southern
Mandela,african
Mandela,development
Mandela,community
Mandela,first
Mandela,step
Mandela,taken
Mandela,towards
Mandela,free
Mandela,trade
Mandela,area
Mandela,within
Mandela,year
Mandela,historic
Mandela,initiative
Mandela,exemplified
Mandela,maputo
Mandela,development
Mandela,corridor
Mandela,gradually
Mandela,going
Mandela,become
Mandela,norm
Mandela,bring
Mandela,collective
Mandela,strength
Mandela,bear
Mandela,meet
Mandela,common
Mandela,challenge
Mandela,measure
Mandela,collective
Mandela,destiny
Mandela,even
Mandela,bilateral
Mandela,negotiation
Mandela,european
Mandela,community
Mandela,underpinned
Mandela,regional
Mandela,reality
Mandela,welcome
Mandela,progress
Mandela,made
Mandela,bilateral
Mandela,trade
Mandela,arrangement
Mandela,zimbabwe
Mandela,aim
Mandela,move
Mandela,faster
Mandela,year
Mandela,complete
Mandela,negotiation
Mandela,custom
Mandela,union
Mandela,honoured
Mandela,last
Mandela,year
Mandela,elected
Mandela,chairperson
Mandela,sadc
Mandela,three
Mandela,year
Mandela,continue
Mandela,work
Mandela,strengthen
Mandela,community
Mandela,enhance
Mandela,standing
Mandela,africa
Mandela,abroad
Mandela,context
Mandela,shall
Mandela,continue
Mandela,make
Mandela,humble
Mandela,contribution
Mandela,resolution
Mandela,crisis
Mandela,great
Mandela,lake
Mandela,region
Mandela,assist
Mandela,facilitating
Mandela,peace
Mandela,process
Mandela,angola
Mandela,past
Mandela,year
Mandela,strengthened
Mandela,relation
Mandela,country
Mandela,india
Mandela,others
Mandela,asia
Mandela,brazil
Mandela,others
Mandela,latin
Mandela,america
Mandela,saudi
Mandela,arabia
Mandela,others
Mandela,middle
Mandela,east.we
Mandela,starting
Mandela,appreciate
Mandela,full
Mandela,meaning
Mandela,relation
Mandela,term
Mandela,export
Mandela,opportunity
Mandela,investment
Mandela,source
Mandela,capital
Mandela,evolving
Mandela,quietly
Mandela,special
Mandela,relationship
Mandela,le
Mandela,natural
Mandela,among
Mandela,country
Mandela,broadly
Mandela,level
Mandela,development
Mandela,socio-economic
Mandela,challenge
Mandela,interest
Mandela,impact
Mandela,south-south
Mandela,co-operation
Mandela,assist
Mandela,redefining
Mandela,world
Mandela,balance
Mandela,force
Mandela,enhance
Mandela,unique
Mandela,potential
Mandela,country
Mandela,matter
Mandela,still
Mandela,require
Mandela,examination
Mandela,commitment
Mandela,strengthening
Mandela,organisation
Mandela,african
Mandela,unity
Mandela,matter
Mandela,course
Mandela,also
Mandela,wish
Mandela,congratulate
Mandela,un
Mandela,secretary-general
Mandela,kofi
Mandela,annan
Mandela,offer
Mandela,co-operation
Mandela,august
Mandela,body
Mandela,restructures
Mandela,president
Mandela,united
Mandela,nation
Mandela,conference
Mandela,trade
Mandela,development
Mandela,continue
Mandela,contribute
Mandela,building
Mandela,bridge
Mandela,co-operation
Mandela,north
Mandela,south
Mandela,shall
Mandela,also
Mandela,start
Mandela,earnest
Mandela,year
Mandela,prepare
Mandela,next
Mandela,summit
Mandela,non-aligned
Mandela,movement
Mandela,shall
Mandela,honoured
Mandela,host
Mandela,next
Mandela,day
Mandela,shall
Mandela,play
Mandela,host
Mandela,king
Mandela,sweden
Mandela,well
Mandela,vice-president
Mandela,united
Mandela,state
Mandela,america
Mandela,visit
Mandela,epitomise
Mandela,intimate
Mandela,relation
Mandela,forged
Mandela,across
Mandela,spectrum
Mandela,since
Mandela,democratic
Mandela,election
Mandela,bi-national
Mandela,commission
Mandela,u
Mandela,russia
Mandela,federal
Mandela,republic
Mandela,germany
Mandela,special
Mandela,relation
Mandela,country
Mandela,northern
Mandela,western
Mandela,europe
Mandela,japan
Mandela,others
Mandela,speak
Mandela,positive
Mandela,climate
Mandela,pursue
Mandela,south
Mandela,africa
Mandela,'s
Mandela,interest
Mandela,many
Mandela,respect
Mandela,interest
Mandela,majority
Mandela,world
Mandela,'s
Mandela,people
Mandela,shall
Mandela,falter
Mandela,contribution
Mandela,resolution
Mandela,conflict
Mandela,promotion
Mandela,peace
Mandela,throughout
Mandela,world
Mandela,context
Mandela,context
Mandela,principle
Mandela,shall
Mandela,continue
Mandela,approach
Mandela,issue
Mandela,manufacture
Mandela,sale
Mandela,weapon
Mandela,circumspection
Mandela,everything
Mandela,else
Mandela,shall
Mandela,always
Mandela,defend
Mandela,right
Mandela,nation
Mandela,independently
Mandela,take
Mandela,decision
Mandela,honourable
Mandela,member
Mandela,area
Mandela,endeavour
Mandela,laid
Mandela,foundation
Mandela,success
Mandela,work
Mandela,sport
Mandela,leisure
Mandela,business
Mandela,profession
Mandela,school
Mandela,place
Mandela,worship
Mandela,forging
Mandela,resilient
Mandela,nation
Mandela,nation
Mandela,conscious
Mandela,responsibility
Mandela,future
Mandela,generation
Mandela,world
Mandela,live
Mandela,government
Mandela,got
Mandela,practical
Mandela,programme
Mandela,place
Mandela,contribute
Mandela,decisively
Mandela,attainment
Mandela,nation
Mandela,'s
Mandela,objective
Mandela,time
Mandela,intensify
Mandela,implementation
Mandela,reconstruction
Mandela,development
Mandela,shall
Mandela,improve
Mandela,co-operative
Mandela,governance
Mandela,well
Mandela,capacity
Mandela,management
Mandela,level
Mandela,foundation
Mandela,better
Mandela,life
Mandela,laid
Mandela,spirit
Mandela,new
Mandela,patriotism
Mandela,rise
Mandela,new
Mandela,height
Mandela,february
Mandela,madame
Mandela,speaker
Mandela,deputy
Mandela,speaker
Mandela,national
Mandela,assembly
Mandela,honourable
Mandela,chairperson
Mandela,deputy
Mandela,chairperson
Mandela,national
Mandela,council
Mandela,province
Mandela,honourable
Mandela,member
Mandela,parliament
Mandela,distinguished
Mandela,guest
Mandela,lady
Mandela,gentleman
Mandela,start
Mandela,expressing
Mandela,appreciation
Mandela,opportunity
Mandela,exchange
Mandela,view
Mandela,beginning
Mandela,penultimate
Mandela,sitting
Mandela,first
Mandela,democratic
Mandela,parliament
Mandela,wish
Mandela,productive
Mandela,new
Mandela,year
Mandela,service
Mandela,people
Mandela,government
Mandela,confident
Mandela,progress
Mandela,made
Mandela,meet
Mandela,mandate
Mandela,resolved
Mandela,build
Mandela,solid
Mandela,foundation
Mandela,laid
Mandela,past
Mandela,three-and-a-half
Mandela,year
Mandela,always
Mandela,critical
Mandela,challenge
Mandela,whether
Mandela,succeeding
Mandela,leader
Mandela,mobilise
Mandela,people
Mandela,actual
Mandela,practice
Mandela,liberator
Mandela,know
Mandela,well
Mandela,succeed
Mandela,know
Mandela,programme
Mandela,government
Mandela,panacea
Mandela,ill
Mandela,terrible
Mandela,past
Mandela,platform
Mandela,south
Mandela,african
Mandela,let
Mandela,strength
Mandela,shine
Mandela,pronouncement
Mandela,action
Mandela,could
Mandela,relate
Mandela,citizen
Mandela,passive
Mandela,recipient
Mandela,government
Mandela,delivery
Mandela,government
Mandela,force
Mandela,high
Mandela,worse
Mandela,still
Mandela,could
Mandela,turn
Mandela,constituent
Mandela,passive
Mandela,critic
Mandela,rationality
Mandela,drowned
Mandela,chorus
Mandela,regret
Mandela,past
Mandela,passed
Mandela,count
Mandela,would
Mandela,recipe
Mandela,sure
Mandela,failure
Mandela,course
Mandela,last
Mandela,year
Mandela,put
Mandela,masakhane
Mandela,campaign
Mandela,centre
Mandela,activity
Mandela,performance
Mandela,judged
Mandela,basis
Mandela,whether
Mandela,programme
Mandela,positively
Mandela,affecting
Mandela,life
Mandela,especially
Mandela,vulnerable
Mandela,section
Mandela,society
Mandela,poor
Mandela,woman
Mandela,disabled
Mandela,child
Mandela,rural
Mandela,mass
Mandela,primary
Mandela,victim
Mandela,iniquitous
Mandela,system
Mandela,emerged
Mandela,proud
Mandela,answer
Mandela,question
Mandela,affirmative
Mandela,last
Mandela,year
Mandela,increased
Mandela,supply
Mandela,clean
Mandela,accessible
Mandela,water
Mandela,thousand
Mandela,million
Mandela,south
Mandela,african
Mandela,surpassed
Mandela,plan
Mandela,build
Mandela,upgrade
Mandela,clinic
Mandela,last
Mandela,year
Mandela,primary
Mandela,school
Mandela,feeding
Mandela,scheme
Mandela,reach
Mandela,child
Mandela,thousand
Mandela,line
Mandela,make
Mandela,thousand
Mandela,telephone
Mandela,connection
Mandela,financial
Mandela,year
Mandela,making
Mandela,life
Mandela,much
Mandela,easier
Mandela,million
Mandela,south
Mandela,african
Mandela,thousand
Mandela,electricity
Mandela,connection
Mandela,alone
Mandela,today
Mandela,south
Mandela,africa
Mandela,reached
Mandela,electrification
Mandela,level
Mandela,million
Mandela,light
Mandela,besides
Mandela,impressive
Mandela,land
Mandela,redistribution
Mandela,programme
Mandela,law
Mandela,secure
Mandela,tenure
Mandela,bring
Mandela,certainty
Mandela,life
Mandela,six
Mandela,million
Mandela,citizen
Mandela,magic
Mandela,number
Mandela,proud
Mandela,many
Mandela,project
Mandela,programme
Mandela,impacting
Mandela,life
Mandela,particularly
Mandela,poor
Mandela,applies
Mandela,varying
Mandela,degree
Mandela,regard
Mandela,challenge
Mandela,shall
Mandela,later
Mandela,return
Mandela,result
Mandela,clear
Mandela,strategy
Mandela,properly
Mandela,managed
Mandela,plan
Mandela,good
Mandela,governance
Mandela,anything
Mandela,else
Mandela,determination
Mandela,overwhelming
Mandela,majority
Mandela,country-men
Mandela,-women
Mandela,change
Mandela,life
Mandela,better
Mandela,therefore
Mandela,understandable
Mandela,unlike
Mandela,u
Mandela,bore
Mandela,brunt
Mandela,apartheid
Mandela,oppression
Mandela,say
Mandela,thing
Mandela,lot
Mandela,better
Mandela,also
Mandela,say
Mandela,justified
Mandela,say
Mandela,done
Mandela,enough
Mandela,expect
Mandela,legacy
Mandela,century
Mandela,colonialism
Mandela,eradicated
Mandela,year
Mandela,said
Mandela,countless
Mandela,occasion
Mandela,frustrated
Mandela,government
Mandela,appreciate
Mandela,together
Mandela,need
Mandela,much
Mandela,many
Mandela,year
Mandela,realise
Mandela,truly
Mandela,prosperous
Mandela,government
Mandela,serious
Mandela,committed
Mandela,caring
Mandela,institution
Mandela,government
Mandela,call
Mandela,beginning
Mandela,arduous
Mandela,protracted
Mandela,struggle
Mandela,better
Mandela,quality
Mandela,life
Mandela,course
Mandela,struggle
Mandela,shall
Mandela,immediate
Mandela,success
Mandela,shall
Mandela,setback
Mandela,shall
Mandela,certainly
Mandela,progress
Mandela,inch
Mandela,inch
Mandela,towards
Mandela,goal
Mandela,time
Mandela,time
Mandela,incident
Mandela,happen
Mandela,bring
Mandela,bold
Mandela,relief
Mandela,enormity
Mandela,challenge
Mandela,face
Mandela,saying
Mandela,go
Mandela,one
Mandela,falling
Mandela,tree
Mandela,make
Mandela,noise
Mandela,million
Mandela,growing
Mandela,good
Mandela,reason
Mandela,bad
Mandela,occasional
Mandela,problem
Mandela,seized
Mandela,upon
Mandela,detractor
Mandela,stock-in-trade
Mandela,government
Mandela,indeed
Mandela,essence
Mandela,democracy
Mandela,raise
Mandela,particularly
Mandela,difficulty
Mandela,regard
Mandela,old
Mandela,age
Mandela,pension
Mandela,education
Mandela,crime
Mandela,corruption
Mandela,housing
Mandela,job-creation
Mandela,touch
Mandela,essence
Mandela,issue
Mandela,resource
Mandela,meet
Mandela,obligation
Mandela,size
Mandela,public
Mandela,service
Mandela,management
Mandela,civic
Mandela,duty
Mandela,new
Mandela,morality
Mandela,madame
Mandela,speaker
Mandela,week
Mandela,ago
Mandela,problem
Mandela,disbursement
Mandela,old
Mandela,age
Mandela,pension
Mandela,social
Mandela,grant
Mandela,came
Mandela,fore
Mandela,let
Mandela,start
Mandela,saying
Mandela,way
Mandela,increased
Mandela,old
Mandela,age
Mandela,pension
Mandela,last
Mandela,year
Mandela,eliminate
Mandela,fraud
Mandela,shall
Mandela,seek
Mandela,find
Mandela,resource
Mandela,year
Mandela,increase
Mandela,modest
Mandela,may
Mandela,working
Mandela,towards
Mandela,life
Mandela,dignity
Mandela,senior
Mandela,citizen
Mandela,let
Mandela,emphasise
Mandela,committed
Mandela,merely
Mandela,statutory
Mandela,obligation
Mandela,care
Mandela,ensure
Mandela,whatever
Mandela,occasional
Mandela,administrative
Mandela,hiccup
Mandela,right
Mandela,pension
Mandela,always
Mandela,met
Mandela,received
Mandela,much
Mandela,public
Mandela,coverage
Mandela,fact
Mandela,problem
Mandela,experienced
Mandela,recently
Mandela,derived
Mandela,firstly
Mandela,audit
Mandela,newly
Mandela,integrated
Mandela,system
Mandela,eliminating
Mandela,``
Mandela,ghost
Mandela,''
Mandela,also
Mandela,identified
Mandela,people
